Record_ID,Department,Employee_ID,Transaction_Amount,Transaction_Date,Status
305,Finance,EMP1305,398219.76,14-04-2024,Pending
306,Operations,EMP1306,353009.99,28-10-2023,Approved
307,HR,EMP1307,478453.48,31-07-2023,Approved
308,Audit,EMP1308,145434.01,15-04-2023,Approved
309,Audit,EMP1309,229686.81,12-12-2023,Rejected
310,Operations,EMP1310,176919.57,12-10-2024,Pending
311,Finance,EMP1311,240191.36,18-04-2023,Approved
312,Operations,EMP1312,379991.92,24-07-2023,Pending
313,Sales,EMP1313,84672.65,28-01-2024,Pending
314,Sales,EMP1314,166715.28,18-08-2023,Approved
315,IT,EMP1315,170125.03,14-07-2024,Approved
316,Sales,EMP1316,28020.03,03-01-2024,Rejected
317,IT,EMP1317,443245.44,30-03-2023,Approved
318,Finance,EMP1318,387192.35,05-02-2024,Rejected
319,IT,EMP1319,85895.83,01-06-2024,Rejected
320,Operations,EMP1320,176478.6,10-09-2023,Pending
321,Operations,EMP1321,335133.87,16-01-2024,Approved
322,HR,EMP1322,437040.09,12-12-2023,Rejected
323,IT,EMP1323,237743.46,22-02-2023,Approved
324,IT,EMP1324,261394.92,17-08-2024,Approved
325,Audit,EMP1325,420230.16,28-10-2023,Pending
326,Operations,EMP1326,210346.25,09-07-2024,Pending
327,HR,EMP1327,189896.33,03-06-2024,Pending
328,HR,EMP1328,472609.92,07-06-2024,Approved
329,Finance,EMP1329,39427.67,06-11-2023,Approved
330,HR,EMP1330,304902.76,31-10-2024,Rejected
331,IT,EMP1331,89740.26,22-11-2024,Approved
332,HR,EMP1332,235878.52,08-12-2023,Pending
333,Operations,EMP1333,388843.91,28-05-2024,Rejected
334,Audit,EMP1334,237056.04,31-03-2024,Rejected
335,Operations,EMP1335,352760.23,28-02-2024,Rejected
336,IT,EMP1336,49496.89,17-12-2024,Approved
337,Audit,EMP1337,386640.83,30-08-2023,Pending
338,Operations,EMP1338,489095.79,14-11-2023,Pending
339,Audit,EMP1339,292766.8,09-12-2023,Pending
340,Audit,EMP1340,317497.47,04-04-2023,Rejected
341,Operations,EMP1341,351374.75,26-10-2024,Pending
342,HR,EMP1342,130144.66,23-09-2024,Approved
343,Sales,EMP1343,309611.47,08-08-2023,Pending
344,IT,EMP1344,153431.85,29-06-2023,Pending
345,IT,EMP1345,210762.11,20-08-2023,Rejected
346,Finance,EMP1346,96053.9,05-07-2023,Pending
347,IT,EMP1347,40400.78,02-05-2024,Pending
348,Sales,EMP1348,492569.16,08-01-2023,Rejected
349,Sales,EMP1349,25694.13,24-12-2023,Pending
350,Sales,EMP1350,258425.09,22-05-2023,Approved
351,HR,EMP1351,336453.27,02-11-2023,Rejected
352,Operations,EMP1352,156066.23,20-12-2023,Pending
353,Audit,EMP1353,122648.25,01-07-2023,Rejected
354,Sales,EMP1354,150556.55,25-05-2023,Pending
355,IT,EMP1355,446966.63,07-12-2024,Pending
356,IT,EMP1356,11577.48,02-11-2023,Rejected
357,Audit,EMP1357,297300.6,17-03-2023,Pending
358,Operations,EMP1358,318656.85,23-04-2023,Approved
359,Operations,EMP1359,311125.26,03-12-2023,Pending
360,Sales,EMP1360,116684.91,22-11-2024,Pending
361,Audit,EMP1361,268254.01,07-01-2023,Pending
362,IT,EMP1362,297510.2,07-08-2024,Pending
363,IT,EMP1363,331922.51,04-12-2023,Rejected
364,IT,EMP1364,480351.76,28-08-2024,Pending
365,Operations,EMP1365,433613.39,21-09-2024,Approved
366,Operations,EMP1366,359506.25,22-03-2023,Approved
367,Audit,EMP1367,62056.21,13-08-2023,Pending
368,IT,EMP1368,492378.04,19-09-2023,Rejected
369,HR,EMP1369,143769.03,21-01-2024,Pending
370,Sales,EMP1370,142558.01,30-01-2023,Rejected
371,Finance,EMP1371,20795.57,17-11-2023,Rejected
372,Operations,EMP1372,82322.78,30-07-2023,Rejected
373,Audit,EMP1373,462388.56,29-08-2024,Pending
374,HR,EMP1374,441307.66,26-04-2023,Pending
375,HR,EMP1375,42439.33,05-05-2023,Rejected
376,Finance,EMP1376,5643.89,17-08-2024,Pending
377,Finance,EMP1377,226444.09,30-08-2023,Approved
378,Audit,EMP1378,193938.63,29-06-2024,Pending
379,Operations,EMP1379,338105.54,09-09-2024,Pending
380,Operations,EMP1380,455623.81,03-08-2024,Rejected
381,Operations,EMP1381,118945.54,06-03-2023,Rejected
382,Finance,EMP1382,491123.07,02-09-2024,Approved
383,IT,EMP1383,190612.41,12-11-2023,Pending
384,Finance,EMP1384,32994.52,01-12-2023,Approved
385,Finance,EMP1385,233632.14,04-06-2024,Rejected
386,Finance,EMP1386,186313.71,28-03-2024,Approved
387,Audit,EMP1387,277959.62,27-08-2023,Rejected
388,Sales,EMP1388,456254.45,12-06-2023,Approved
389,Sales,EMP1389,150117.77,25-12-2024,Pending
390,Operations,EMP1390,20964.65,23-12-2024,Rejected
391,Audit,EMP1391,117402.08,19-05-2023,Pending
392,Sales,EMP1392,122403.98,21-03-2024,Rejected
393,Sales,EMP1393,396807.58,31-12-2023,Approved
394,Sales,EMP1394,57242.96,06-04-2024,Pending
395,Operations,EMP1395,396439.44,16-11-2024,Pending
396,Audit,EMP1396,126452.87,21-09-2024,Pending
397,Sales,EMP1397,193086.04,05-10-2023,Approved
398,IT,EMP1398,55368.86,23-09-2023,Rejected
399,Audit,EMP1399,116204.82,02-08-2023,Pending
400,Audit,EMP1400,427099.24,28-08-2024,Pending
401,Sales,EMP1401,284499.06,24-06-2023,Rejected
402,HR,EMP1402,212162.81,18-07-2024,Rejected
403,IT,EMP1403,39249.53,04-08-2024,Rejected
404,Audit,EMP1404,54157.01,29-01-2024,Pending
405,HR,EMP1405,36348.06,21-08-2023,Approved
406,Finance,EMP1406,88704.97,11-02-2024,Approved
407,Operations,EMP1407,381457.37,27-01-2023,Rejected
408,Sales,EMP1408,106987.47,24-11-2024,Pending
409,Audit,EMP1409,466507.42,07-12-2023,Approved
410,Operations,EMP1410,70180.16,25-09-2024,Pending
411,Audit,EMP1411,37825.34,23-11-2023,Pending
412,IT,EMP1412,485698.09,12-06-2023,Rejected
413,Sales,EMP1413,223102.61,11-12-2024,Rejected
414,HR,EMP1414,320281.82,31-12-2023,Approved
415,Sales,EMP1415,176072.72,16-08-2024,Pending
416,HR,EMP1416,439300.24,12-06-2024,Approved
417,IT,EMP1417,36426.94,13-08-2023,Approved
418,Audit,EMP1418,256958.88,12-05-2024,Approved
419,IT,EMP1419,493605.09,05-04-2023,Rejected
420,Finance,EMP1420,482961.07,30-05-2024,Approved
421,IT,EMP1421,197473.46,16-11-2023,Approved
422,Audit,EMP1422,81588.52,25-11-2023,Pending
423,Sales,EMP1423,47900.2,18-09-2023,Rejected
424,HR,EMP1424,172285.87,22-10-2024,Approved
425,Audit,EMP1425,212228.17,25-03-2024,Pending
426,IT,EMP1426,174956.05,27-06-2023,Rejected
427,Sales,EMP1427,220682.85,23-08-2023,Rejected
428,Operations,EMP1428,144845.23,31-01-2023,Approved
429,Audit,EMP1429,5182.21,28-09-2024,Rejected
430,Audit,EMP1430,161540.18,08-03-2023,Rejected
431,Sales,EMP1431,482145.68,09-01-2024,Rejected
432,Audit,EMP1432,2486.3,22-01-2023,Rejected
433,Operations,EMP1433,468743.33,25-01-2024,Approved
434,Audit,EMP1434,205406.5,15-09-2024,Pending
435,Audit,EMP1435,225947.35,23-11-2023,Approved
436,Sales,EMP1436,47953.68,27-08-2024,Rejected
437,Sales,EMP1437,395921.51,19-10-2023,Approved
438,Finance,EMP1438,184685.39,28-12-2023,Approved
439,IT,EMP1439,249037.38,22-01-2023,Approved
440,HR,EMP1440,79202.6,21-07-2023,Pending
441,HR,EMP1441,261394.86,29-09-2024,Rejected
442,Finance,EMP1442,67353.25,02-01-2024,Pending
443,Audit,EMP1443,482327.01,22-11-2023,Rejected
444,IT,EMP1444,493316.24,05-07-2024,Pending
445,HR,EMP1445,222130.9,14-02-2024,Pending
446,Sales,EMP1446,475359.67,05-06-2023,Approved
447,Sales,EMP1447,490165.32,29-12-2023,Rejected
448,IT,EMP1448,77131.16,04-06-2023,Approved
449,Audit,EMP1449,4165.2,09-03-2023,Rejected
450,Audit,EMP1450,252114.56,15-07-2023,Approved
451,Audit,EMP1451,143337,31-03-2023,Pending
452,Audit,EMP1452,212883.2,08-05-2023,Rejected
453,IT,EMP1453,442765.69,17-01-2023,Pending
454,IT,EMP1454,436113.61,13-06-2023,Rejected
455,Audit,EMP1455,299361.25,09-08-2024,Pending
456,Sales,EMP1456,267736.56,26-01-2024,Approved
457,Finance,EMP1457,249266.44,10-06-2023,Approved
458,Sales,EMP1458,477661.1,20-03-2023,Rejected
459,IT,EMP1459,379032.94,02-11-2023,Approved
460,Sales,EMP1460,216001.11,30-10-2023,Approved
461,IT,EMP1461,51584.62,14-03-2023,Approved
462,IT,EMP1462,195848.9,25-10-2023,Approved
463,Finance,EMP1463,75506.01,07-08-2024,Pending
464,IT,EMP1464,449674.55,13-05-2023,Rejected
465,Operations,EMP1465,434239.04,12-10-2024,Pending
466,HR,EMP1466,287661.86,17-08-2023,Rejected
467,IT,EMP1467,70315.09,19-01-2023,Rejected
468,HR,EMP1468,28927.6,09-04-2024,Pending
469,Audit,EMP1469,260494.27,05-08-2024,Rejected
470,Operations,EMP1470,318384.21,01-01-2023,Pending
471,Finance,EMP1471,132026.98,17-11-2024,Approved
472,Operations,EMP1472,205957.31,08-05-2024,Rejected
473,Sales,EMP1473,383265.39,08-11-2023,Rejected
474,Audit,EMP1474,426607.8,11-08-2023,Approved
475,Operations,EMP1475,233363.94,19-12-2023,Rejected
476,Sales,EMP1476,441655.85,03-02-2023,Pending
477,IT,EMP1477,237598.45,10-03-2023,Approved
478,Finance,EMP1478,11298.52,09-10-2023,Pending
479,HR,EMP1479,212542.96,10-11-2023,Rejected
480,Sales,EMP1480,495895.44,09-09-2024,Pending
481,Audit,EMP1481,21763.68,07-09-2023,Approved
482,Operations,EMP1482,47121.59,08-05-2023,Approved
483,HR,EMP1483,126910.81,29-03-2023,Approved
484,Operations,EMP1484,56694.29,27-08-2024,Pending
485,Audit,EMP1485,337464.41,23-12-2024,Rejected
486,Sales,EMP1486,497817.72,13-04-2023,Approved
487,Finance,EMP1487,187331.29,04-09-2023,Rejected
488,Sales,EMP1488,367314.64,23-10-2023,Approved
489,IT,EMP1489,253849.03,10-10-2023,Approved
490,HR,EMP1490,67516.42,21-04-2023,Rejected
491,Audit,EMP1491,422962.32,30-04-2024,Rejected
492,Sales,EMP1492,244003.86,08-07-2024,Rejected
493,Audit,EMP1493,260994.13,26-10-2024,Pending
494,HR,EMP1494,473847.62,14-04-2023,Pending
495,HR,EMP1495,101818.04,29-10-2023,Pending
496,Audit,EMP1496,458159.58,27-06-2023,Approved
497,Finance,EMP1497,208954.84,18-06-2023,Approved
